site load A HTMLParse A PostParse A download A comp A block A dep_D2E A dep_E2D_html A dep_E2D_css A dep_E2D_js A dep_RFB A dep_HOL_css A dep_HOL_js A block_js A domain_cp A bytes A
searchengineland.com_adwords-maximize-conversions-smart-bidding-276064 11.735087 2.13351899999907 8.97873199999958 0.415885000002163 2.75635500000044 1.71763399999691 0.0 0.861830000001651 11.735087 1.2716889999974201 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5095599 532455 
searchengineland.com_ai-disrupting-major-industries-276349 10.2469289999999 2.90411299999687 7.62204099999963 0.501811999998608 2.62488800000028 2.40230099999826 0.0 0.0 10.2469289999999 2.90411299999687 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 2444473 614433 
searchengineland.com_amp-answer-format-fragmentation-276313 13.4099529999985 2.19455599999992 10.3311700000013 0.555983000000197 3.0787829999972 1.63857299999972 0.0 1.01028899999982 13.4099529999985 1.1842670000001 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6158692 528828 
searchengineland.com_amp-ecommerce-case-study-event-ticket-center-277444 14.0718070000003 2.09951600000022 13.1567730000024 0.535640999999487 0.915033999997831 1.56387500000073 0.0 0.911134999999378 14.071807000000302 1.18838100000084 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5664970 543932 
searchengineland.com_antikythera-mechanism-google-doodle-honors-ancient-astronomical-tool-275178 13.3749750000025 2.06592400000045 9.78690500000084 0.480960000000778 3.58807000000161 1.58496399999967 0.0 0.0 13.3749750000025 2.06592400000045 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 4616047 462026 
searchengineland.com_attend-smx-advanced-seo-sem-tactics-work-rates-increase-next-week-272110 14.1065399999989 2.86818400000084 10.2700389999991 0.599947000000611 3.83650099999977 2.26823700000023 0.0 0.6055580000011029 14.106539999998901 2.26262599999973 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 2 6226448 714076 
searchengineland.com_authoritative-links-search-engine-lands-10-top-link-week-columns-2015-237917 12.8486090000006 2.2033909999991 7.71822500000053 0.515733000000182 5.13038400000005 1.68765799999892 0.0 0.9548119999999489 12.8486090000006 1.2485789999991501 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3520667 535981 
searchengineland.com_authority-link-building-real-time-penguin-259584 13.7814589999998 2.71164499999941 10.6518560000004 0.498395999999047 3.1296029999994097 2.21324900000036 0.0 0.0 13.781458999999801 2.71164499999941 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 6172518 568582 
searchengineland.com_baby-come-back-grow-customer-revenue-people-based-search-marketing-277072 11.8799879999997 2.61412700000074 8.86094699999967 0.499787000000651 3.01904100000002 2.1143400000000803 0.0 1.40944899999886 11.879987999999699 1.20467800000188 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5756503 564989 
searchengineland.com_baidu-becomes-googles-biggest-ally-mobile-page-speed-271275 8.96934099999999 2.21060299999954 7.72758799999974 0.525537999998051 1.2417530000002401 1.68506500000149 0.0 2.12793400000009 8.96934099999999 0.0826689999994442 0.0 0.0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 2 5263765 105613 
searchengineland.com_beginners-guide-bing-ads-management-274706 12.1128060000001 2.19090700000015 6.89870000000019 0.525856000000203 5.2141059999999 1.6650509999999499 0.0 0.9654820000014309 12.1128060000001 1.2254249999987201 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 1337956 545004 
searchengineland.com_biggest-google-ad-updates-also-quietest-258423 12.7351429999999 1.58946800000194 10.014733 0.514525000002322 2.7204099999999 1.07494299999962 0.516765000000303 1.48802199999773 10.551916000000299 0.101446000004212 1.66646199999923 0.0 3 2 1 1 0 0 0 0 1 0 0 0 0 0 1.66646199999923 0.0 2 2 6086056 516352 
searchengineland.com_bing-adds-trails-near-search-feature-find-perfect-hike-summer-275087 12.5362780000014 2.54788200000075 11.1162850000001 0.580555000000459 1.41999300000134 1.9673270000002998 0.0 1.38199600000189 12.536278000001401 1.16588599999886 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6060620 645963 
searchengineland.com_bing-ads-editor-updates-multi-select-277862 8.9451169999993 2.18118899999899 6.91797699999915 0.453045000002021 2.02714000000014 1.72814399999697 0.0 1.08103499999925 8.9451169999993 1.10015399999975 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3106052 576141 
searchengineland.com_bing-ads-rolls-expanded-device-targeting-globally-supports-mobile-campaigns-276840 14.4171260000003 2.30867199999921 12.7844339999974 0.701632000000245 1.63269200000286 1.60703999999896 0.0 1.24362400000064 14.4171260000003 1.06504799999857 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 2258792 553967 
searchengineland.com_bing-ads-rolls-merchant-promotions-shopping-campaigns-us-273984 14.2243039999994 2.05739299999914 10.5766609999991 0.443957999999839 3.64764300000024 1.6134349999993 0.0 1.00755500000014 14.2243039999994 1.049837999999 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 2858859 582296 
searchengineland.com_bing-ads-standard-text-ad-support-end-july-31-2017-274898 9.45509399999992 2.05375800000184 8.49246299999959 0.428717999999208 0.962631000000329 1.62504000000263 0.0 0.841365000000221 9.455093999999919 1.21239300000161 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5307240 59191 
searchengineland.com_bing-audience-targeting-in-market-custom-audiences-277080 10.1791599999997 2.21998499999972 7.46846899999946 0.604987999999594 2.71069100000022 1.61499700000013 0.0 0.893556999999874 10.1791599999997 1.32642799999985 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5533226 43083 
searchengineland.com_bing-updates-dmca-takedowns-copyright-removal-process-273615 13.3016199999984 2.84056100000089 9.59603199999765 0.523567000000185 3.70558800000072 2.3169940000007 0.508374999997619 0.0 11.873049000005299 2.84056100000089 0.920195999995491 0.0 3 0 1 0 0 0 0 0 1 0 0 0 0 0 0.920195999995491 0.0 3 0 5948050 683467 
searchengineland.com_bing-visual-search-lets-search-specific-objects-within-images-276156 12.8411330000017 3.74331499999971 9.65973900000063 0.573174999997718 3.18139400000109 3.17014000000199 0.0 2.62507099999857 12.841133000001701 1.11824400000114 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5800167 944678 
searchengineland.com_building-marketing-technology-team-bring-martech-270819 11.993397000002 2.97122099999979 7.26692800000092 0.488137000000279 4.72646900000109 2.48308399999951 0.0 0.0 11.993397000002 2.97122099999979 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 1787329 576774 
searchengineland.com_buyers-guide-content-marketing-tools-275035 12.9779090000002 3.00510100000065 9.64985400000023 0.594412000000375 3.32805499999995 2.41068900000027 1.3120889999999998 0.560011999999915 11.665820000000199 2.44508900000073 0.0 0.0 4 1 0 0 0 0 3 0 0 0 0 0 0 0 0.0 0.0 4 1 4303823 34867 
searchengineland.com_call-entries-2017-search-engine-land-awards-274554 19.2381299999979 2.04719900000055 12.852773999999 0.512931000001117 6.38535599999886 1.53426799999943 0.0 0.995954000001799 19.2381299999979 1.05124499999875 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 4673914 548560 
searchengineland.com_can-manage-inventory-google-shopping-247541 9.41840799999954 3.05837500000052 5.52789400000074 0.59225200000219 3.8905139999988 2.4661229999983303 0.0 0.0 9.41840799999954 3.05837500000052 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 3896224 575154 
searchengineland.com_chromes-devtools-seo-10-ways-use-seo-audits-266433 9.45865099999901 3.13407999999981 8.20183499999985 0.576155999999173 1.2568159999991602 2.55792400000064 0.0 1.76238500000182 9.45865099999901 1.371694999998 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6031817 631730 
searchengineland.com_compare-6-top-content-management-systems-277117 10.4805909999995 2.39161299999978 8.24466600000051 0.538037999999688 2.2359249999990403 1.8535750000000901 0.0 1.3826909999998 10.4805909999995 1.0089219999999801 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3683618 648398 
searchengineland.com_compare-9-paid-search-campaign-management-tools-276781 9.50280500000008 2.45829199999935 8.39110399999845 0.441977999998926 1.11170100000163 2.01631400000042 0.0 1.10113200000342 9.50280500000008 1.35715999999593 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5348903 533129 
searchengineland.com_data-google-monthly-search-volume-dwarfs-rivals-mobile-advantage-269120 13.6146370000024 2.79422800000248 10.8028720000002 0.494688000002498 2.8117650000022 2.29953999999998 0.375710000000254 0.0 13.2389270000021 2.7942280000024797 0.0 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 1 0 2696418 681779 
searchengineland.com_dear-google-4-suggestions-fixing-massive-problem-fake-reviews-276445 13.8571910000028 2.19270700000015 6.12896499999988 0.523552000000564 7.72822600000291 1.66915499999959 1.4311579999994302 0.0 12.0971370000043 2.19270700000015 0.32889599999908 0.0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32889599999908 0.0 3 0 2967908 448567 
searchengineland.com_dmoz-has-officially-closed-271530 13.1654000000017 2.51134999999886 9.59273699999903 0.565161000000444 3.57266300000265 1.94618899999841 0.0 1.4486699999997599 13.1654000000017 1.0626799999991 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5072786 595183 
searchengineland.com_dont-miss-smx-advanced-year-register-now-save-400-274247 13.637494999999 11.8805080000002 11.6419999999998 0.445263999999952 1.99549499999921 11.4352440000002 0.0 10.798808999998 13.637494999999001 1.0816990000021698 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 1986585 3391170 
searchengineland.com_dont-tardy-back-school-searching-starts-july-plan-campaigns-now-275912 13.4560389999997 2.76289600000018 9.47119199999997 0.448693000002095 3.98484699999972 2.31420299999809 0.0 0.461772999999086 13.4560389999997 2.3011230000011 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 2 3959419 53360 
searchengineland.com_early-performance-results-googles-update-close-variants-277214 14.3574879999996 2.193408000001 10.0119959999993 0.48524400000133 4.34549200000038 1.70816399999967 0.756507000000105 1.00389600000198 13.4477189999997 1.18951199999902 0.15326199999982001 0.0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0.15326199999982001 0.0 3 1 3741418 537136 
searchengineland.com_eat-local-top-10-local-search-columns-2016-264767 13.0406610000009 2.61389799999961 9.85398999999961 0.597706999998991 3.1866710000013 2.01619100000062 0.0 1.45158500000071 13.0406610000009 1.1623129999989001 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3716219 170633 
searchengineland.com_ebay-goes-amp-sign-might-break-past-news-253254 12.5360410000003 3.00395800000115 9.835239 0.502096000000165 2.70080200000029 2.50186200000098 0.0 1.7172960000025301 12.5360410000003 1.2866619999986202 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6475207 761397 
searchengineland.com_eerie-future-adwords-targeting-260922 9.15661200000068 2.52785300000323 8.36401400000068 0.559634000001097 0.792597999999998 1.96821900000214 0.0 1.41398100000152 9.15661200000068 1.11387200000172 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5512666 574086 
searchengineland.com_eu-ready-fine-google-billions-shopping-search-case-report-276190 8.04564800000117 2.19341699999859 7.2202410000009 0.461439999999129 0.825407000000268 1.73197699999946 0.0 0.991227000002259 8.04564800000117 1.20218999999633 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3784564 601446 
searchengineland.com_faq-google-mobile-first-index-262751 13.4136990000006 2.07952399999886 10.4923080000008 0.487162999999782 2.92139099999986 1.59236099999907 0.0 0.911635000000391 13.413699000000602 1.1678889999984599 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 4610806 573974 
searchengineland.com_fathers-day-2017-google-doodle-brings-back-cactus-family-mothers-day-277279 13.4777859999995 2.57203599999957 11.799371000001 0.395598999999493 1.6784149999984899 2.17643700000008 0.0 1.00757500000054 13.477785999999499 1.56446099999903 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3603580 1133264 
searchengineland.com_forget-testimonials-page-2016-year-reviews-239395 13.5361489999996 2.11236900000222 10.0248240000001 0.441257000002224 3.51132499999949 1.6711119999999902 0.0 0.893905000000804 13.536148999999599 1.2184640000014102 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3334719 307492 
searchengineland.com_forget-unique-content-try-actually-local-260294 14.3978220000008 3.11795800000073 11.7172200000005 0.586767000000691 2.68060200000036 2.5311910000000397 0.0 1.99913600000036 14.3978220000008 1.1188220000003601 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5664716 836990 
searchengineland.com_gboard-android-gets-new-ways-search-emojis-phrase-suggestions-276841 13.7135239999989 2.54770199999984 10.130882999998 0.561680000002525 3.58264100000088 1.98602199999732 0.0 1.06556500000079 13.7135239999989 1.48213699999906 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6750372 1053941 
searchengineland.com_get-google-review-links-g-update-237190 9.903538999999 2.07598499999949 7.89873900000021 0.461787000000186 2.0047999999988 1.61419799999931 0.0 0.8874220000034331 9.903538999999 1.1885629999960599 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5480094 549467 
searchengineland.com_google-adds-fidget-spinner-basket-easter-eggs-277473 13.0208949999978 2.28573800000049 10.2887069999997 0.513563000000431 2.7321879999981302 1.77217500000006 0.0 1.0247109999982098 13.0208949999978 1.2610270000022799 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 4228407 565913 
searchengineland.com_google-advice-switch-m-dot-domain-responsive-mobile-first-index-rollout-277446 9.14093899999898 2.14616000000024 8.27517899999839 0.413802000002761 0.8657600000005911 1.7323579999974799 0.0 1.0085859999962798 9.14093899999898 1.13757400000396 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 1471939 544392 
searchengineland.com_google-adwords-custom-dashboards-report-editor-test-275723 8.81552700000066 2.11980799999947 6.74692499999946 0.532070999999632 2.06860200000119 1.58773699999983 0.0 1.11077000000114 8.81552700000066 1.00903799999832 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 4839994 584348 
searchengineland.com_google-adwords-ecpc-bid-cap-removed-274824 12.6213829999979 2.02713999999833 8.9937659999996 0.525696000000607 3.62761699999828 1.50144399999772 0.0 0.476403000000573 12.6213829999979 1.55073699999775 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 2571441 36769 
searchengineland.com_google-adwords-in-market-audiences-search-campaigns-275611 11.9922409999999 2.13306700000248 2.16302999999971 0.46399300000121 9.82921100000021 1.66907400000127 0.0 0.961040999998663 11.9922409999999 1.1720260000038198 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 2704851 576253 
searchengineland.com_google-adwords-keyword-bidding-interface-change-274949 13.6769779999995 4.02916800000003 12.3939490000012 0.485719999999674 1.28302899999835 3.54344800000035 0.648338000002728 0.671275999999128 10.3519659999947 3.3578920000009003 2.6766740000021 0.0 2 1 1 0 0 0 0 0 1 0 0 0 2 0 2.6766740000021 0.0 3 2 4963358 746675 
searchengineland.com_google-adwords-quality-score-reporting-improvements-275010 18.5787060000002 3.34398999999939 9.57787100000132 0.571342999999615 9.00083499999892 2.77264699999978 0.0 2.3059200000007 18.5787060000002 1.0380699999987 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5697600 747155 
searchengineland.com_google-adwords-store-visits-distance-location-reports-263878 13.9559730000001 1.21873199999936 11.7808580000001 0.516139999999723 2.1751150000000097 0.7025919999996401 0.0 1.16054199999963 13.9559730000001 0.0581899999997381 0.0 0.0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 2 4931399 501399 
searchengineland.com_google-amp-results-google-news-doubles-268346 12.599577 2.35406000000057 10.4415639999997 0.58322600000065 2.15801300000021 1.77083399999992 0.0 1.22989700000107 12.599577 1.1241629999995 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3735909 632338 
searchengineland.com_google-analytics-unifying-user-ids-amp-non-amp-pages-275235 7.89868500000011 2.08458199999995 7.173315 0.45819900000015 0.725370000000112 1.62638299999981 0.0 0.8629649999998099 7.8986850000001105 1.22161700000015 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5108906 534224 
searchengineland.com_google-assistant-guide-270312 13.9755399999995 8.76880199999869 10.5030860000006 0.418899999998757 3.47245399999883 8.349901999999929 0.0 7.593350000001 13.975539999999501 1.17545199999768 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 4858955 983879 
searchengineland.com_google-attribution-search-marketers-need-know-275751 13.3179479999999 1.95875299999898 9.61500900000101 0.448662000000695 3.7029389999988798 1.5100909999982801 0.0 0.0 13.3179479999999 1.95875299999898 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 6059610 320451 
searchengineland.com_google-confirms-rolling-new-reviews-format-hotels-275754 13.5007289999994 3.43827400000009 9.82746699999916 0.783576000001631 3.67326200000025 2.65469799999846 0.0 0.0 13.5007289999994 3.43827400000009 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 3543373 519094 
searchengineland.com_google-exact-match-close-variants-word-order-function-words-271395 12.9489099999992 2.12250199999835 10.9376400000001 0.515597999998135 2.01126999999906 1.6069040000002102 0.0 1.06016699999964 12.9489099999992 1.06233499999871 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6198000 531003 
searchengineland.com_google-expands-fact-checking-272698 8.09493400000019 2.79845399999977 1.79532100000006 0.422073000001546 6.29961300000014 2.37638099999822 0.0 1.6882340000011 8.09493400000019 1.11021999999867 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3790545 662325 
searchengineland.com_google-home-beauty-beast-promo-271406 10.8285749999995 6.83938000000126 7.8402210000022 0.48861399999987 2.98835399999734 6.35076600000139 6.80026500000167 0.8330669999995659 3.32075599999734 6.00631300000169 0.707554000000531 0.0 2 1 1 0 0 0 1 0 1 0 0 0 1 0 0.707554000000531 0.0 1 2 2637758 983568 
searchengineland.com_google-home-can-now-support-distinguish-six-separate-users-273497 13.8671490000015 2.56672799999978 11.9033650000001 0.465110999999524 1.9637840000014 2.10161700000026 0.0 1.37940700000036 13.8671490000015 1.1873209999994299 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 4642780 655026 
searchengineland.com_google-introduces-candidate-cards-for-presidential-election-season-241026 7.75430700000106 2.51627999999982 6.72366300000067 0.590734999999768 1.03064400000039 1.92554500000006 0.0 1.41407600000093 7.75430700000106 1.10220399999889 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 2933653 597489 
searchengineland.com_google-makes-easier-see-share-publishers-real-urls-amp-pages-268699 13.1740649999992 3.11295799999971 10.8345679999984 0.5451350000003 2.33949700000085 2.56782299999941 0.0 1.88158500000009 13.1740649999992 1.2313729999996201 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5164757 497199 
